instance name;fleet name;opt?;UB;LB tree;LB root;LB root+cuts;time [s];time root [s];time root+cuts [s];time limit [s];BB nodes;routes
Cdp202;1vehc1pcs0perc;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0
Cdp203;1vehc1pcs0perc;true;5987;5987;5987;5987;213.398;213.397;213.397;3600;1;1: (0 20 22 24 27 30 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 21 101 ) ,2: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 42 41 43 48 101 ) ,3: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 91 88 84 86 83 82 85 76 71 70 73 80 79 81 78 77 96 87 90 101 ) ,
Cdp204;1vehc1pcs0perc;true;5981;5981;5981;5981;2593.98;2593.98;2593.98;3600;1;1: (0 20 22 24 27 30 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 21 101 ) ,2: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 41 42 45 51 50 52 47 43 48 101 ) ,3: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 91 88 84 86 83 82 85 76 71 70 73 80 79 81 78 77 96 87 90 101 ) ,
Cdp205;1vehc1pcs0perc;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0
Cdp206;1vehc1pcs0perc;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0
Cdp207;1vehc1pcs0perc;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0
Cdp208;1vehc1pcs0perc;true;5958;5958;5958;5958;84.7029;84.7025;84.7025;3600;1;1: (0 20 22 24 27 30 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 17 19 16 14 12 15 13 25 9 11 10 8 21 101 ) ,2: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 42 41 43 48 101 ) ,3: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 91 88 86 84 83 82 85 76 71 70 73 80 79 81 78 77 96 87 90 101 ) ,
RCdp101;1vehc1pcs0perc;true;16410;16410;16023.9;16380.5;6.72228;0.734513;4.94624;3600;7;1: (0 5 45 2 7 6 8 3 1 70 101 ) ,2: (0 11 15 16 9 10 13 17 101 ) ,3: (0 14 47 12 73 79 46 4 100 101 ) ,4: (0 23 21 18 49 22 20 25 24 101 ) ,5: (0 39 42 44 61 81 68 55 101 ) ,6: (0 63 33 28 30 34 50 91 80 101 ) ,7: (0 64 51 85 84 56 66 101 ) ,8: (0 65 59 75 87 97 58 77 101 ) ,9: (0 69 98 88 53 78 60 101 ) ,10: (0 72 36 38 41 40 43 37 35 101 ) ,11: (0 82 52 99 86 57 74 101 ) ,12: (0 83 19 76 89 48 101 ) ,13: (0 90 101 ) ,14: (0 92 31 29 27 26 32 93 101 ) ,15: (0 95 62 67 71 94 96 54 101 ) ,
RCdp102;1vehc1pcs0perc;true;14724;14724;14248.3;14724;37.2041;2.5266;37.2039;3600;1;1: (0 2 45 8 7 6 46 4 1 3 5 101 ) ,2: (0 14 47 73 79 78 60 100 70 101 ) ,3: (0 19 23 21 18 48 25 77 101 ) ,4: (0 33 28 27 26 31 34 50 93 94 80 101 ) ,5: (0 39 36 40 38 41 43 35 37 72 101 ) ,6: (0 42 44 61 81 54 101 ) ,7: (0 65 99 87 59 97 75 58 101 ) ,8: (0 69 88 53 98 55 68 101 ) ,9: (0 82 11 15 16 9 10 13 17 12 101 ) ,10: (0 85 63 76 51 22 49 20 24 83 101 ) ,11: (0 90 101 ) ,12: (0 91 64 57 86 74 52 101 ) ,13: (0 92 95 62 29 30 32 89 101 ) ,14: (0 96 71 67 84 56 66 101 ) ,
RCdp103;1vehc1pcs0perc;true;12877;12877;12556.1;12863.1;703.107;11.7841;354.736;3600;21;1: (0 2 45 1 3 5 8 6 55 68 101 ) ,2: (0 12 14 15 11 9 87 59 74 86 52 82 90 101 ) ,3: (0 20 24 23 76 89 63 85 51 83 101 ) ,4: (0 33 27 30 26 28 32 31 29 34 101 ) ,5: (0 61 42 44 43 38 41 72 71 93 94 80 101 ) ,6: (0 64 22 49 19 18 48 21 25 57 101 ) ,7: (0 65 99 97 75 58 77 101 ) ,8: (0 69 88 53 10 13 16 17 47 101 ) ,9: (0 81 39 36 40 35 37 54 96 101 ) ,10: (0 91 92 95 62 50 67 84 56 66 101 ) ,11: (0 98 60 73 78 79 7 46 4 100 70 101 ) ,
RCdp104;1vehc1pcs0perc;false;1E+11;11727.4;11426.2;11691.5;3600;69.7328;2144.98;3600;13;0
RCdp105;1vehc1pcs0perc;true;15284;15284;14894.1;15284;16.8923;1.88618;16.8912;3600;1;1: (0 2 45 5 3 1 8 6 55 101 ) ,2: (0 12 14 47 15 16 9 10 13 17 101 ) ,3: (0 31 29 27 30 28 26 32 34 50 101 ) ,4: (0 33 63 85 84 56 66 101 ) ,5: (0 39 36 37 38 40 35 43 101 ) ,6: (0 42 44 41 72 54 96 94 91 80 101 ) ,7: (0 51 76 89 48 21 25 24 101 ) ,8: (0 64 86 87 59 97 75 58 101 ) ,9: (0 65 99 52 57 74 101 ) ,10: (0 69 88 79 7 46 4 70 100 101 ) ,11: (0 81 61 68 101 ) ,12: (0 82 11 73 78 60 101 ) ,13: (0 83 19 23 18 22 49 20 77 101 ) ,14: (0 90 53 98 101 ) ,15: (0 92 95 62 67 71 93 101 ) ,
RCdp106;1vehc1pcs0perc;true;13906;13906;13352.1;13856.9;1133.09;2.94503;107.841;3600;221;1: (0 2 45 5 8 7 6 46 4 3 1 101 ) ,2: (0 14 47 16 15 11 12 53 101 ) ,3: (0 23 21 22 49 19 18 48 25 77 101 ) ,4: (0 29 27 28 26 32 34 50 91 80 101 ) ,5: (0 31 30 33 85 84 56 66 101 ) ,6: (0 42 44 40 36 35 37 43 70 100 101 ) ,7: (0 65 52 87 59 75 97 58 74 101 ) ,8: (0 69 98 88 78 73 79 60 55 68 101 ) ,9: (0 72 39 38 41 61 81 101 ) ,10: (0 82 99 57 86 9 13 10 17 101 ) ,11: (0 83 64 51 63 76 89 20 24 101 ) ,12: (0 90 101 ) ,13: (0 92 95 62 67 94 71 93 96 54 101 ) ,
RCdp107;1vehc1pcs0perc;true;12529;12529;12148.1;12508.9;817.405;12.8153;306.84;3600;33;1: (0 11 12 14 47 17 16 15 13 9 10 101 ) ,2: (0 31 29 27 28 26 34 30 32 33 101 ) ,3: (0 42 44 41 72 71 93 96 54 101 ) ,4: (0 61 38 36 35 37 40 43 39 68 101 ) ,5: (0 64 22 19 23 21 18 48 49 20 24 101 ) ,6: (0 65 83 25 77 75 97 58 74 101 ) ,7: (0 69 98 53 2 5 3 1 45 4 100 70 101 ) ,8: (0 81 94 67 62 50 91 80 101 ) ,9: (0 82 99 52 87 59 86 57 66 101 ) ,10: (0 88 78 73 79 7 8 46 6 60 55 101 ) ,11: (0 90 101 ) ,12: (0 92 95 84 85 63 51 76 89 56 101 ) ,
RCdp108;1vehc1pcs0perc;false;1E+11;11541.5;11073.2;11531.9;3600;46.184;2211.86;3600;14;0
RCdp201;1vehc1pcs0perc;true;12718;12718;12659.4;12716.5;14.5409;5.57652;13.1505;3600;3;1: (0 5 45 2 6 7 8 46 3 1 4 100 70 101 ) ,2: (0 14 47 16 15 12 11 9 99 57 86 87 97 10 17 13 74 58 77 25 101 ) ,3: (0 65 59 75 23 21 18 19 49 22 20 56 66 101 ) ,4: (0 69 98 88 53 73 79 78 60 55 101 ) ,5: (0 72 36 39 42 44 41 38 40 43 35 37 54 101 ) ,6: (0 81 61 68 101 ) ,7: (0 82 52 83 64 51 76 85 84 50 34 32 26 89 48 24 91 80 101 ) ,8: (0 90 101 ) ,9: (0 92 95 63 33 28 27 29 31 30 62 67 71 94 96 93 101 ) ,
RCdp202;1vehc1pcs0perc;true;11023;11023;10980.9;11023;33.7952;16.5765;33.7949;3600;1;1: (0 45 5 3 1 42 39 36 44 41 38 40 43 35 37 72 54 101 ) ,2: (0 65 64 23 21 48 18 19 49 22 20 24 74 58 75 77 25 83 101 ) ,3: (0 69 98 88 53 73 78 79 7 8 6 46 4 2 55 101 ) ,4: (0 81 61 68 101 ) ,5: (0 82 12 14 47 16 15 11 9 99 52 57 86 87 59 97 10 13 17 60 100 70 101 ) ,6: (0 90 101 ) ,7: (0 91 92 95 63 33 34 31 29 27 26 28 30 32 89 50 93 94 80 101 ) ,8: (0 96 71 67 62 85 76 51 84 56 66 101 ) ,
RCdp203;1vehc1pcs0perc;true;9337;9337;9311.26;9337;288.934;122.009;288.934;3600;1;1: (0 1 3 5 45 60 12 11 15 16 14 78 73 79 7 6 8 46 4 2 55 100 70 101 ) ,2: (0 69 98 88 53 82 99 52 86 87 9 10 47 17 13 74 59 97 75 58 77 25 24 57 101 ) ,3: (0 81 54 72 37 36 39 42 44 41 38 40 35 43 61 68 101 ) ,4: (0 90 65 83 64 85 63 89 76 23 21 48 18 19 49 22 20 51 84 56 66 101 ) ,5: (0 91 92 95 62 33 32 30 27 26 28 29 31 34 50 67 94 93 71 96 80 101 ) ,
RCdp204;1vehc1pcs0perc;false;1E+11;7857.3;7857.3;7857.3;3600;3162.59;3162.59;3600;1;0
RCdp205;1vehc1pcs0perc;true;11640;11640;11576.1;11640;32.5744;14.6699;32.5741;3600;1;1: (0 2 45 5 42 39 36 44 40 38 41 43 35 37 54 93 96 101 ) ,2: (0 65 83 64 19 23 21 18 76 85 84 51 49 22 20 24 25 48 89 91 80 101 ) ,3: (0 69 98 88 53 9 10 13 17 60 101 ) ,4: (0 82 11 15 16 47 14 12 78 73 79 7 6 8 46 4 3 1 70 100 101 ) ,5: (0 90 99 52 57 86 87 59 75 97 74 77 58 101 ) ,6: (0 92 95 63 33 30 27 28 26 29 31 32 34 50 56 66 101 ) ,7: (0 94 62 67 71 72 81 61 68 55 101 ) ,
RCdp206;1vehc1pcs0perc;true;10611;10611;10472.6;10611;115.316;42.7662;115.316;3600;1;1: (0 61 2 45 5 8 7 79 73 78 53 88 6 46 4 3 1 100 70 68 101 ) ,2: (0 65 83 64 95 62 63 33 30 31 29 27 28 26 32 34 50 56 91 80 101 ) ,3: (0 69 98 12 14 47 16 15 11 59 75 97 87 9 10 13 17 60 55 101 ) ,4: (0 81 94 67 84 85 51 76 89 48 25 77 58 74 101 ) ,5: (0 82 99 52 86 57 23 21 18 19 49 20 22 24 66 101 ) ,6: (0 90 101 ) ,7: (0 92 71 72 42 39 38 36 40 44 43 41 37 35 54 93 96 101 ) ,
RCdp207;1vehc1pcs0perc;false;1E+11;9714.24;9527.22;9714.24;3600;76.743;3351.45;3600;1;0
RCdp208;1vehc1pcs0perc;false;1E+11;7786.83;7742.96;7786.83;3600;1504.92;2867.14;3600;1;0
Rdp101;1vehc1pcs0perc;true;16477;16477;16411.5;16440;1.16207;0.309212;0.650968;3600;13;1: (0 2 21 73 41 56 4 101 ) ,2: (0 5 83 61 85 37 93 101 ) ,3: (0 12 76 79 3 54 24 80 101 ) ,4: (0 14 44 38 43 13 101 ) ,5: (0 27 69 30 51 20 32 70 101 ) ,6: (0 28 29 78 34 35 77 101 ) ,7: (0 31 88 7 101 ) ,8: (0 33 81 50 68 101 ) ,9: (0 36 47 19 8 46 17 101 ) ,10: (0 39 23 67 55 25 101 ) ,11: (0 40 53 26 101 ) ,12: (0 45 82 18 84 60 89 101 ) ,13: (0 52 6 101 ) ,14: (0 59 99 94 96 101 ) ,15: (0 62 11 90 10 101 ) ,16: (0 63 64 49 48 101 ) ,17: (0 65 71 9 66 1 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 92 42 15 87 57 97 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp102;1vehc1pcs0perc;true;14766;14766;14766;14766;0.722539;0.722486;0.722486;3600;1;1: (0 18 101 ) ,2: (0 27 69 88 10 31 101 ) ,3: (0 28 76 79 54 24 80 12 101 ) ,4: (0 30 51 9 66 1 101 ) ,5: (0 36 47 19 8 46 17 93 59 101 ) ,6: (0 39 23 67 55 25 26 101 ) ,7: (0 40 53 101 ) ,8: (0 42 15 41 75 56 4 101 ) ,9: (0 50 33 29 78 34 35 77 101 ) ,10: (0 62 11 90 20 32 70 101 ) ,11: (0 63 64 49 48 82 7 52 101 ) ,12: (0 65 71 81 3 68 101 ) ,13: (0 73 22 74 72 21 101 ) ,14: (0 83 45 61 84 5 60 89 101 ) ,15: (0 87 57 2 58 101 ) ,16: (0 92 98 85 16 86 91 97 13 101 ) ,17: (0 94 96 99 6 101 ) ,18: (0 95 14 44 38 43 100 37 101 ) ,
Rdp103;1vehc1pcs0perc;true;12187;12187;12167.8;12187;12.3426;3.28409;12.3408;3600;1;1: (0 1 30 78 34 35 81 77 28 101 ) ,2: (0 2 22 74 72 73 58 101 ) ,3: (0 21 39 23 67 55 25 54 101 ) ,4: (0 27 69 88 8 46 17 5 60 89 101 ) ,5: (0 36 64 49 19 47 48 82 18 101 ) ,6: (0 40 53 101 ) ,7: (0 42 43 15 57 41 75 56 4 26 101 ) ,8: (0 50 33 3 76 79 29 24 68 80 12 101 ) ,9: (0 51 65 71 9 66 20 32 70 101 ) ,10: (0 52 7 62 11 63 90 10 31 101 ) ,11: (0 83 45 84 61 85 93 59 101 ) ,12: (0 92 98 14 44 38 86 16 91 100 37 101 ) ,13: (0 94 95 97 87 13 101 ) ,14: (0 96 99 6 101 ) ,
Rdp104;1vehc1pcs0perc;true;9842;9842;9695.19;9827.78;1101.2;22.6768;795.742;3600;5;1: (0 6 96 59 98 93 99 84 17 45 83 5 60 89 101 ) ,2: (0 18 82 48 46 8 47 36 49 19 7 101 ) ,3: (0 28 76 79 29 24 68 80 12 26 101 ) ,4: (0 42 43 15 57 2 41 22 74 73 21 40 58 101 ) ,5: (0 50 78 34 35 71 65 66 20 30 70 27 101 ) ,6: (0 52 88 62 11 64 63 90 32 10 31 101 ) ,7: (0 53 101 ) ,8: (0 69 1 51 9 81 33 3 77 101 ) ,9: (0 72 75 56 23 67 39 55 4 25 54 101 ) ,10: (0 92 14 44 38 86 16 61 85 91 100 37 101 ) ,11: (0 94 95 97 87 13 101 ) ,
Rdp105;1vehc1pcs0perc;true;13653;13653;13561.4;13651.1;5.58751;0.884794;4.35431;3600;5;1: (0 2 15 57 87 97 13 101 ) ,2: (0 5 45 83 99 94 6 101 ) ,3: (0 21 73 75 22 41 56 74 58 101 ) ,4: (0 27 69 76 50 1 101 ) ,5: (0 28 12 29 79 78 34 35 77 101 ) ,6: (0 31 30 51 9 81 3 68 24 80 101 ) ,7: (0 33 65 71 66 20 32 70 101 ) ,8: (0 42 14 44 38 86 43 100 91 93 101 ) ,9: (0 47 36 19 49 46 48 101 ) ,10: (0 52 82 8 84 17 60 89 101 ) ,11: (0 53 40 26 101 ) ,12: (0 59 95 92 98 16 61 85 37 96 101 ) ,13: (0 62 88 7 18 101 ) ,14: (0 63 64 11 90 10 101 ) ,15: (0 72 39 23 67 55 54 4 25 101 ) ,
Rdp106;1vehc1pcs0perc;true;12446;12446;12374.7;12444.7;31.8843;2.44097;24.8931;3600;5;1: (0 12 29 78 79 68 54 24 80 101 ) ,2: (0 21 72 39 23 67 55 4 25 26 101 ) ,3: (0 27 62 88 18 89 101 ) ,4: (0 28 76 40 53 101 ) ,5: (0 48 47 36 19 49 46 82 7 52 101 ) ,6: (0 50 33 65 71 66 20 32 70 1 101 ) ,7: (0 59 37 14 44 38 86 43 100 98 93 101 ) ,8: (0 63 64 11 90 10 31 101 ) ,9: (0 69 30 51 81 9 35 34 3 77 101 ) ,10: (0 73 41 22 75 56 74 2 58 101 ) ,11: (0 83 45 8 84 17 5 60 101 ) ,12: (0 94 92 42 15 57 87 97 95 13 101 ) ,13: (0 96 85 91 16 61 99 6 101 ) ,
Rdp107;1vehc1pcs0perc;true;10750;10750;10653.6;10745.4;284.962;7.3814;229.601;3600;5;1: (0 2 57 15 41 22 75 56 4 74 73 58 101 ) ,2: (0 21 72 39 23 67 55 25 54 26 101 ) ,3: (0 27 69 30 88 31 10 70 1 101 ) ,4: (0 28 76 79 78 29 24 68 80 12 101 ) ,5: (0 33 81 65 71 9 35 34 3 77 101 ) ,6: (0 40 53 101 ) ,7: (0 42 43 14 44 38 86 16 91 100 37 98 101 ) ,8: (0 46 36 64 49 19 47 48 82 18 101 ) ,9: (0 52 7 62 11 63 90 32 66 20 51 50 101 ) ,10: (0 60 5 45 8 83 84 17 61 85 93 101 ) ,11: (0 89 96 92 59 99 6 87 97 95 94 13 101 ) ,
Rdp108;1vehc1pcs0perc;false;1E+11;9460.45;9268;9447.71;3600;36.7651;1712.53;3600;30;0
Rdp109;1vehc1pcs0perc;true;11606;11606;11470.3;11568.1;95.8113;2.65609;28.596;3600;41;1: (0 2 15 57 87 97 13 58 101 ) ,2: (0 12 29 78 79 3 77 50 101 ) ,3: (0 27 69 30 51 71 65 66 20 1 101 ) ,4: (0 28 76 33 81 9 35 34 68 80 101 ) ,5: (0 31 19 47 49 36 46 48 101 ) ,6: (0 40 21 73 22 41 74 56 4 101 ) ,7: (0 42 14 44 86 38 43 37 100 91 93 101 ) ,8: (0 52 88 7 82 18 6 101 ) ,9: (0 53 26 101 ) ,10: (0 62 11 64 63 90 32 10 70 101 ) ,11: (0 72 75 23 67 39 25 55 54 24 101 ) ,12: (0 92 98 16 61 85 99 96 94 101 ) ,13: (0 95 59 5 83 8 45 84 17 60 89 101 ) ,
Rdp110;1vehc1pcs0perc;true;10804;10804;10655.9;10783.3;298.271;8.20407;161.167;3600;13;1: (0 2 57 87 94 96 6 101 ) ,2: (0 12 26 53 101 ) ,3: (0 21 72 75 56 23 67 39 25 55 4 101 ) ,4: (0 27 31 88 7 62 63 90 32 10 101 ) ,5: (0 28 76 79 78 29 24 54 80 68 77 101 ) ,6: (0 33 9 35 71 65 66 20 1 101 ) ,7: (0 40 73 74 22 41 15 43 42 58 101 ) ,8: (0 52 18 83 8 46 45 17 60 89 101 ) ,9: (0 59 99 5 84 61 16 85 37 97 13 101 ) ,10: (0 69 70 30 51 81 34 3 50 101 ) ,11: (0 82 47 19 11 64 49 36 48 101 ) ,12: (0 95 92 98 100 14 38 86 44 91 93 101 ) ,
Rdp111;1vehc1pcs0perc;true;10596;10596;10464.1;10560.5;650.435;8.45873;162.156;3600;39;1: (0 2 57 15 43 41 22 74 56 72 21 58 101 ) ,2: (0 6 99 84 61 85 93 59 96 101 ) ,3: (0 7 19 64 49 36 47 48 82 52 101 ) ,4: (0 18 83 45 8 46 17 5 60 89 101 ) ,5: (0 27 69 30 20 65 66 32 70 1 101 ) ,6: (0 28 76 79 78 29 24 68 80 12 26 101 ) ,7: (0 40 87 97 95 94 13 101 ) ,8: (0 50 33 81 51 9 71 35 34 3 77 101 ) ,9: (0 53 101 ) ,10: (0 73 75 23 67 39 55 4 25 54 101 ) ,11: (0 88 62 11 63 90 10 31 101 ) ,12: (0 92 42 14 44 38 86 16 91 100 37 98 101 ) ,
Rdp112;1vehc1pcs0perc;false;9589;9588.67;9399.68;9579.88;3600;48.7011;1502.93;3600;8;1: (0 2 41 22 75 56 23 67 39 25 55 54 101 ) ,2: (0 6 94 95 87 42 43 15 57 58 101 ) ,3: (0 12 80 68 24 29 3 77 50 101 ) ,4: (0 18 83 5 99 93 85 98 92 97 13 101 ) ,5: (0 27 69 33 81 9 51 30 32 90 10 70 101 ) ,6: (0 28 76 79 78 34 35 71 65 66 20 1 101 ) ,7: (0 31 62 19 11 63 64 49 36 47 48 101 ) ,8: (0 52 88 7 82 8 46 45 17 84 60 89 101 ) ,9: (0 53 40 21 73 74 72 4 26 101 ) ,10: (0 61 16 86 38 14 44 91 100 37 59 96 101 ) ,
Rdp201;1vehc1pcs0perc;true;11532;11532;11503;11532;6.34029;3.16265;6.34007;3600;1;1: (0 5 83 45 82 47 36 49 46 48 101 ) ,2: (0 27 31 63 64 11 19 62 88 7 18 8 84 17 91 100 93 60 89 101 ) ,3: (0 28 12 29 76 50 3 54 26 101 ) ,4: (0 33 65 71 9 51 81 79 78 34 35 68 77 101 ) ,5: (0 42 15 2 73 21 40 87 57 43 37 97 96 13 58 101 ) ,6: (0 52 69 30 90 10 20 66 32 70 1 101 ) ,7: (0 72 39 67 23 75 22 41 56 74 4 55 25 24 80 101 ) ,8: (0 95 59 92 98 14 38 44 16 61 86 85 99 94 6 53 101 ) ,
Rdp202;1vehc1pcs0perc;true;10396;10396;10315.3;10372.5;417.445;17.4221;61.7688;3600;27;1: (0 27 69 1 30 31 88 7 18 8 84 86 91 100 37 98 93 59 94 101 ) ,2: (0 28 26 21 72 75 39 67 23 56 4 54 55 25 24 80 12 101 ) ,3: (0 40 73 41 22 74 2 58 101 ) ,4: (0 50 33 65 71 29 76 3 79 78 81 9 51 20 66 35 34 68 77 101 ) ,5: (0 52 62 63 90 10 32 70 101 ) ,6: (0 53 101 ) ,7: (0 83 45 82 48 47 36 19 11 64 49 46 17 5 60 89 101 ) ,8: (0 95 92 42 15 14 38 44 16 61 85 99 96 6 87 57 43 97 13 101 ) ,
Rdp203;1vehc1pcs0perc;true;8808;8808;8718.77;8808;494.907;68.2739;494.906;3600;1;1: (0 21 72 75 39 67 23 56 4 55 25 54 24 80 12 26 101 ) ,2: (0 27 69 1 76 3 79 78 81 9 66 71 35 34 29 68 77 28 101 ) ,3: (0 50 33 51 65 20 30 32 90 63 64 49 10 70 31 52 101 ) ,4: (0 53 40 58 101 ) ,5: (0 89 18 45 46 36 47 48 19 11 62 88 7 82 8 83 60 5 84 17 61 91 100 37 98 93 59 94 101 ) ,6: (0 95 92 97 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 74 73 2 13 101 ) ,
Rdp204;1vehc1pcs0perc;false;1E+11;7392.69;7315.35;7392.69;3600;662.166;2966.45;3600;1;0
